Step|OZCN|OpCode|          Bin           |
0011_0100_100110 000000000000000000000001        PC_E
0011_0100_100111 010000000000000000000001      CU_RST       PC_E
0011_0100_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_101011 010000000000000000000001      CU_RST       PC_E
0011_0100_101100 000000000000000000000001        PC_E
0011_0100_101101 010000000000000000000001      CU_RST       PC_E
0011_0100_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_110100 010000000000000000000001      CU_RST       PC_E
0011_0100_110101 000000000000000000000001        PC_E
0011_0100_110110 010000000000000000000001      CU_RST       PC_E
0011_0100_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0100_111010 010000000000000000000001      CU_RST       PC_E
0011_0100_111011 000000000000000000000001        PC_E
0011_0100_111100 010000000000000000000001      CU_RST       PC_E
0011_0100_111101 010000000000000000000000      CU_RST
0011_0100_111110 010000000000000000000000      CU_RST
0011_0100_111111 010000000000000000000001      CU_RST       PC_E
0011_0101_000000 010000000000000000000000      CU_RST
0011_0101_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001001 010000000000000000000000      CU_RST
0011_0101_001010 010000000000000000000000      CU_RST
0011_0101_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_010011 010000000000000000000000      CU_RST
0011_0101_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0101_011010 010000000000000000000000      CU_RST
0011_0101_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0101_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0101_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0101_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0101_011111 010000000000000000000000      CU_RST
0011_0101_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_0101_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0101_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_100101 010000000000000000000001      CU_RST       PC_E
0011_0101_100110 000000000000000000000001        PC_E
0011_0101_100111 010000000000000000000001      CU_RST       PC_E
0011_0101_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_101011 010000000000000000000001      CU_RST       PC_E
0011_0101_101100 000000000000000000000001        PC_E
0011_0101_101101 010000000000000000000001      CU_RST       PC_E
0011_0101_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_110001 010000000000000000000001      CU_RST       PC_E
0011_0101_110010 000000000000000000000001        PC_E
0011_0101_110011 010000000000000000000001      CU_RST       PC_E
0011_0101_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0101_111010 010000000000000000000001      CU_RST       PC_E
0011_0101_111011 000000000000000000000001        PC_E
0011_0101_111100 010000000000000000000001      CU_RST       PC_E
0011_0101_111101 010000000000000000000000      CU_RST
0011_0101_111110 010000000000000000000000      CU_RST
0011_0101_111111 010000000000000000000001      CU_RST       PC_E
0011_0110_000000 010000000000000000000000      CU_RST
0011_0110_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001001 010000000000000000000000      CU_RST
0011_0110_001010 010000000000000000000000      CU_RST
0011_0110_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_010011 010000000000000000000000      CU_RST
0011_0110_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0110_011010 010000000000000000000000      CU_RST
0011_0110_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0110_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0110_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0110_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0110_011111 010000000000000000000000      CU_RST
0011_0110_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_0110_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0110_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_101000 010000000000000000000001      CU_RST       PC_E
0011_0110_101001 000000000000000000000001        PC_E
0011_0110_101010 010000000000000000000001      CU_RST       PC_E
0011_0110_101011 010000000000000000000001      CU_RST       PC_E
0011_0110_101100 000000000000000000000001        PC_E
0011_0110_101101 010000000000000000000001      CU_RST       PC_E
0011_0110_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_110100 010000000000000000000001      CU_RST       PC_E
0011_0110_110101 000000000000000000000001        PC_E
0011_0110_110110 010000000000000000000001      CU_RST       PC_E
0011_0110_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0110_111010 010000000000000000000001      CU_RST       PC_E
0011_0110_111011 000000000000000000000001        PC_E
0011_0110_111100 010000000000000000000001      CU_RST       PC_E
0011_0110_111101 010000000000000000000000      CU_RST
0011_0110_111110 010000000000000000000000      CU_RST
0011_0110_111111 010000000000000000000001      CU_RST       PC_E
0011_0111_000000 010000000000000000000000      CU_RST
0011_0111_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001001 010000000000000000000000      CU_RST
0011_0111_001010 010000000000000000000000      CU_RST
0011_0111_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_010011 010000000000000000000000      CU_RST
0011_0111_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0111_011010 010000000000000000000000      CU_RST
0011_0111_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_0111_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0111_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0111_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0111_011111 010000000000000000000000      CU_RST
0011_0111_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_0111_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_0111_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_101000 010000000000000000000001      CU_RST       PC_E
0011_0111_101001 000000000000000000000001        PC_E
0011_0111_101010 010000000000000000000001      CU_RST       PC_E
0011_0111_101011 010000000000000000000001      CU_RST       PC_E
0011_0111_101100 000000000000000000000001        PC_E
0011_0111_101101 010000000000000000000001      CU_RST       PC_E
0011_0111_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_110001 010000000000000000000001      CU_RST       PC_E
0011_0111_110010 000000000000000000000001        PC_E
0011_0111_110011 010000000000000000000001      CU_RST       PC_E
0011_0111_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_0111_111010 010000000000000000000001      CU_RST       PC_E
0011_0111_111011 000000000000000000000001        PC_E
0011_0111_111100 010000000000000000000001      CU_RST       PC_E
0011_0111_111101 010000000000000000000000      CU_RST
0011_0111_111110 010000000000000000000000      CU_RST
0011_0111_111111 010000000000000000000001      CU_RST       PC_E
0011_1000_000000 010000000000000000000000      CU_RST
0011_1000_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001001 010000000000000000000000      CU_RST
0011_1000_001010 010000000000000000000000      CU_RST
0011_1000_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_010011 010000000000000000000000      CU_RST
0011_1000_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1000_011010 010000000000000000000000      CU_RST
0011_1000_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1000_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1000_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1000_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1000_011111 010000000000000000000000      CU_RST
0011_1000_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_1000_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1000_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_100101 010000000000000000000001      CU_RST       PC_E
0011_1000_100110 000000000000000000000001        PC_E
0011_1000_100111 010000000000000000000001      CU_RST       PC_E
0011_1000_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_101110 010000000000000000000001      CU_RST       PC_E
0011_1000_101111 000000000000000000000001        PC_E
0011_1000_110000 010000000000000000000001      CU_RST       PC_E
0011_1000_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_110100 010000000000000000000001      CU_RST       PC_E
0011_1000_110101 000000000000000000000001        PC_E
0011_1000_110110 010000000000000000000001      CU_RST       PC_E
0011_1000_110111 010000000000000000000001      CU_RST       PC_E
0011_1000_111000 000000000000000000000001        PC_E
0011_1000_111001 010000000000000000000001      CU_RST       PC_E
0011_1000_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1000_111101 010000000000000000000000      CU_RST
0011_1000_111110 010000000000000000000000      CU_RST
0011_1000_111111 010000000000000000000001      CU_RST       PC_E
0011_1001_000000 010000000000000000000000      CU_RST
0011_1001_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001001 010000000000000000000000      CU_RST
0011_1001_001010 010000000000000000000000      CU_RST
0011_1001_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_010011 010000000000000000000000      CU_RST
0011_1001_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1001_011010 010000000000000000000000      CU_RST
0011_1001_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1001_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1001_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1001_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1001_011111 010000000000000000000000      CU_RST
0011_1001_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_1001_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1001_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_100101 010000000000000000000001      CU_RST       PC_E
0011_1001_100110 000000000000000000000001        PC_E
0011_1001_100111 010000000000000000000001      CU_RST       PC_E
0011_1001_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_101110 010000000000000000000001      CU_RST       PC_E
0011_1001_101111 000000000000000000000001        PC_E
0011_1001_110000 010000000000000000000001      CU_RST       PC_E
0011_1001_110001 010000000000000000000001      CU_RST       PC_E
0011_1001_110010 000000000000000000000001        PC_E
0011_1001_110011 010000000000000000000001      CU_RST       PC_E
0011_1001_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_110111 010000000000000000000001      CU_RST       PC_E
0011_1001_111000 000000000000000000000001        PC_E
0011_1001_111001 010000000000000000000001      CU_RST       PC_E
0011_1001_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1001_111101 010000000000000000000000      CU_RST
0011_1001_111110 010000000000000000000000      CU_RST
0011_1001_111111 010000000000000000000001      CU_RST       PC_E
0011_1010_000000 010000000000000000000000      CU_RST
0011_1010_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001001 010000000000000000000000      CU_RST
0011_1010_001010 010000000000000000000000      CU_RST
0011_1010_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_010011 010000000000000000000000      CU_RST
0011_1010_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_011001 010000010000100000100001       A_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1010_011010 010000000000000000000000      CU_RST
0011_1010_011011 010000010000000010100001  STATUS_OUT     CU_RST       PC_E STACK_PUSH     RAM_IN
0011_1010_011100 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1010_011101 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1010_011110 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1010_011111 010000000000000000000000      CU_RST
0011_1010_100000 000000010000000000100100  STACK_PUSH  PC_OUT_16     RAM_IN
0011_1010_100001 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0011_1010_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_101000 010000000000000000000001      CU_RST       PC_E
0011_1010_101001 000000000000000000000001        PC_E
0011_1010_101010 010000000000000000000001      CU_RST       PC_E
0011_1010_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_101110 010000000000000000000001      CU_RST       PC_E
0011_1010_101111 000000000000000000000001        PC_E
0011_1010_110000 010000000000000000000001      CU_RST       PC_E
0011_1010_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_110100 010000000000000000000001      CU_RST       PC_E
0011_1010_110101 000000000000000000000001        PC_E
0011_1010_110110 010000000000000000000001      CU_RST       PC_E
0011_1010_110111 010000000000000000000001      CU_RST       PC_E
0011_1010_111000 000000000000000000000001        PC_E
0011_1010_111001 010000000000000000000001      CU_RST       PC_E
0011_1010_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1010_111101 010000000000000000000000      CU_RST
0011_1010_111110 010000000000000000000000      CU_RST
0011_1010_111111 010000000000000000000001      CU_RST       PC_E
0011_1011_000000 010000000000000000000000      CU_RST
0011_1011_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001001 010000000000000000000000      CU_RST
0011_1011_001010 010000000000000000000000      CU_RST
0011_1011_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_010011 010000000000000000000000      CU_RST
0011_1011_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0011_1011_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
